Prop_ID,Name,Location,Zip
M107,Wards Island Park,East River and Hell Gate,10035
Q131,Frank Principe Park,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",11378
M105,Sara D. Roosevelt Park,E. Houston St. To Canal St. bet. Chrystie St. and Forsyth St.,10002
Q130,Motor Parkway,"Winchester Blvd., 210 St. bet. 77 Ave. and Kingsbury Ave.",11364
M104,Randall's Island Park,East River and Harlem River,10035
M103,Tony Dapolito Recreation Center,"Carmine St. and Clarkson St., 7 Ave.",10014
M101,Worth Square,"Broadway, 5 Ave., W. 24 St. to W. 25 St.",10010
M100,McNally Plaza,"Amsterdam Av, W 182 St Laurel Hill Terrace",10040
Q128,London Planetree Playground,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St.",11416
Q129,Phil "Scooter" Rizzuto Park,"Atlantic Ave., 95 Ave. bet. 127 St. and 125 St.",11419
Q126,Francis Lewis Park,3 Ave. bet. Parsons Blvd and 147 St.,11357
Q127,Marconi Park,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",11433
Q124,Myrtle Avenue Clemens Triangle,"Myrtle Ave., Cypress Ave., Putnam Ave.",11385
Q122,Junction Playground,34 Ave. bet. 96 St. and Junction Blvd.,11372
Q123,Astoria Health Playground,14 St. bet. 31 Ave. and 31 Dr.,11106
M116,ABC Playground,"Essex St., Norfolk St. and Houston St.",10002
Q141,Murray Playground,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",11101
Q140,Barclay Triangle,102 St. bet. Astoria Blvd. and 31 Ave.,11369
Q142,Jacob Riis Triangle,"Bessemer St., 116 St., 85 Ave.",11418
M110,William McCray Playground,"W. 138 St., bet. Lenox Ave. and 5 Ave.",10037
M111,James Weldon Johnson Playground,E. 115 St. bet. 3 Ave. and Lexington Ave.,10029
M113,Joseph C. Sauer Park,E. 12 St. bet. Ave. A and Ave. B,10009
Q137,Columbus Square,"Astoria Blvd S., Hoyt Ave. S. bet. 31 St. and 32 St.",11103
Q139,Drumm Triangle,"Cypress Hills St., Cooper Ave., 65 Pl.",11385
Q133,Pat Williams Playground,"Hempstead Ave., 225 St. and 224 St. Cross Island Parkway Exit at 225 St.",11429
Q134,Breininger Park,240 St. bet. Braddock Ave. and Fairbury Ave.,11426
Q135,Cross Island Parkway,Whitestone Exwy. at 13 Ave. to the Linden Blvd and the Belt Pkwy.,"11003, 11357, 11359, 11360, 11361, 11362, 11364, 1"
Q136,Playground 115,115 St. bet. 14 Ave. and 14 Rd.,11356
M127,Bushman Steps,"Edgecombe Ave., W. 157 St.",10032
M124,First Park,"Houston St., E. 1 St., 1 Ave.",10003
M123,Peretz Square,"E. 1 St., E. Houston St., 1 Ave. and Allen St.",10003
M122,Captain Jacob Joseph Playground,Rutgers St. and Henry St.,10002
Q108,Laurelton Playground,Brookville Blvd. bet. 136 Ave. 137 Ave.,11422
Q102,Juniper Valley Park,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",11379
Q103,Kennedy Playground,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",11361
Q100,Flushing Greens,Northern Blvd. bet. Main St. and Linden Blvd.,11354
Q101,Middle Village Playground,79 St. bet. 68 Rd. and 69 Ave.,11379
Q106,Daniel M. O'Connell Playground,"197 St., 196 St. bet. 113 Ave. and Murdock Ave.",11412
Q107,Springfield Park,"Springfield Blvd., 183 St. bet. 145 Rd. and 149 Ave.",11413
Q104,Queensbridge Park,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",11101
Q105,Howard Von Dohlen Playground,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",11435
M138,Bill Bojangles Robinson Playground,"W. 150 St., W/s 7 Ave.",10039
Q121,Detective Keith L Williams Park,Liberty Ave. bet. 172 St. and 173 St.,11433
Q120,Harvard Playground,179 Pl. bet. 90 Ave. and Jamaica Ave.,11432
M130,Recreation Center 54,E. 54 St. bet. 1 Ave. and 2 Ave.,10022
M132,Little Flower Playground,Madison St. bet. Clinton St. and Rutgers St.,10002
M131,Hansborough Recreation Center,"W. 134 St., Lenox Terrace Pl.",10037
Q119,Frederick B. Judge Playground,"134 St., 135 St., bet. 111 Ave. and Lincoln St., Linden Blvd",11420
Q116,One Room Schoolhouse Park,Astoria Blvd. bet. 90 St. and 89 St.,11369
Q118,Police Officer Nicholas Demutiis Park,Liberty Ave. bet. 101 St. and 102 St.,11417
Q028A,Tribute Park,Beach Channel Dr. bet. B. 116 St. and B. 117 St.,11694
M108Q1,Andrew Haswell Green Park,E. River bet. E. 59 St. and E. 63 St.,"10022, 10065"
Q173,American Triangle,"41 Av, 102 St, National Av",11368
Q172,Corona Plaza,Roosevelt Ave. bet. National St. and 104 St.,11368
Q168,Alexander Grey Triangle,"Clintonville St., 7 Ave. and 151 St,",11357
Q186,Jackson Mill Green,"94 St., Jackson Mill Rd. bet. 23 Ave. and 24 Ave.",11369
Q178,Mall Forty Two XLII,"42 Av, Bell Bl To Francis Lewis Bl",11361
Q177,Tudor Malls,133 Ave. bet. 82 St. and 86 St.,11417
Q151,Grand Slope,"Kneeland Ave., Grand Ave. bet. Manilla St. and Haspel St.",11373
Q152,Libra Triangle,"Justice Ave., 90 St., 56 Ave.",11373
Q147,Ruoff Triangle,"Rockaway Blvd., 101 Ave., 87 St.",11416
Q148,Catholic War Veterans Square,"Rockaway Blvd. 116 Ave., 122 St.",11420
Q160,O'Sullivan Plaza,"Astoria Blvd., 25 Ave., 88 St.",11369
Q162,Rockaway Beach and Boardwalk,Lands underwater bet. B. 2 St. and B. 73 St.,"11691, 11692"
Q163,Rockaway Beach Boardwalk,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,"11692, 11693, 11694"
Q164,Rockaway Beach,Atlantic Ocean bet. B. 149 St. and B. 126 St.,11694
Q165,Spring Creek Park Addition,"155 Ave., Flatlands Ave., Belt Pkwy. bet. Fountain Ave. and 80 St.","11208, 11414"
Q156,Park,"Fairview Ave., Putnam Ave., Forest Ave.",11385
Q157,Metro Triangle,"125 St.,  85 Ave., Metropolitan Ave.",11415
Q159,Father Reilly Square,"Winchester Blvd., 93 Ave., 220 St.",11428
X195A,Colgate Close,N/B Bruckner Blvd bet. Colgate Av and Close Av,10472
M190,Sheltering Arms Playground,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",10027
M191,Father Demo Square,"Ave. of Americas, Bleecker St. and Carmine St.",10014
M192,Stanley Isaacs Playground,"FDR Dr., E. 95 St. To E. 97 St.","10029, 10128"
M193,Abraham Lincoln Playground,5 Ave. and E. 135 St.,10037
M194,Alfred E. Smith Playground,"Catherine Slip, Madison St. and South St.",10038
M184,Samuel N. Bennerson 2nd Playground,"W. 64 St., bet. Amsterdam Ave. and West End Ave.",10023
M187,Marx Brothers Playground,"2 Ave., E. 96 St. to E. 97 St.",10029
M186,Col. Young Playground,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",10037
M189,Roosevelt Triangle,W. 125 St. and Morningside Ave.,10027
M188,Abe Lebewohl Park,E. 10 St. and 2 Ave.,10003
M198,Martin Luther King Playground,"Lenox Ave, W. 113 St. To W. 114 St.",10026
M196,Playground One,Madison St. bet. Catherine St. and Oliver St.,10038
M195,Sidney Hillman Playground,Lewis St. bet. Delancey St. and Broome St.,10002
M199,Monsignor Kett Playground,W. 204 St. bet. 10 Ave. and Nagle Ave.,10034
X101A,Samuel H. Young Park,Westchester Ave. bet. Waters Ave. and E. Tremont Ave.,10461
Q190,Corporal Ruoff Square,"Liberty Ave., Rockaway Blvd. bet. 94 St., Cross Bay Blvd. and 95 St.",11417
X150L,Van Cortlandt's Tail,Broadway bet. W 239 St and Van Cortlandt Pa,10463
X150M,Park,Bailey Ave. at Sedgwick Ave.,"10463, 10468"
X150H,Crescent Park,"Albany Crescent, W 233 St, Major Deegan",10463
X150I,Cooney Grauer Field,Bailey Ave. bet. W. 233 St. and W. 234 S,10463
X150J,Bailey Playground,Bailey Av bet. W 234 St and W 237 St,10463
X150E,Fordham Landing Playground,"Landing Rd., Major Deegan Exwy., Bailey",10468
X150G,Siren Slope,"W 230 St, Bailey Av, Major Deegan Exwy",10463
X191A,Bicentennial Veterans Memorial Park,Throgg's Neck Exwy at Pennyfield Ave. and Elisworth Ave.,10465
M140,Recreational Area,"W. 145 St., W. 155 St., Hudson River","10031, 10032"
M141,Harlem Lane Playground,"Harlem River Dr., W. 151 St. To W. 154 St.",10039
M144,John V. Lindsay East River Park,"Montgomery St. To E. 12 St., FDR Drive",10002
M145,Albert Capsouto Park,"Laight St., Canal St., and Varick St.",10013
M148,White Playground,E. 105 St. To E. 106 St. bet. Lexington Ave. and 3 Ave.,10029
M161,McCaffrey Playground,W. 43 St. bet. 8 Ave. and 9 Ave.,10036
M160,Fred Samuel Playground,"Lenox Ave., W. 139 St. To W. 140 St.",10030
QZ808,Latham Park-Greenstreet,W s Bklynqns Exwy 43 Av Bet 66-67 Sts,null
M154,Matthews - Palmer Playground,W. 45 St. bet. 9 Ave. and 10 Ave.,10036
M120B,Playground of the Americas,"S/s W. Houston St., Ave. of Americas",10014
M158,Robert Moses Playground,"1 Ave., E. 41 St. To E. 42 St.",10017
M155,Courtney Callender Playground,"5 Ave., W. 130 St. To .W 131 St.",10037
M156,McKenna Square,"W. 165 St., Amsterdam Ave. To Audubon Ave.",10032
M159,Frederick Johnson Playground,7 Ave. bet. W. 150 St. and W. 151 St.,10039
M170,Petrosino Square,"Kenmare St., Lafayette St., and Cleveland Pl.",10012
M120A,William F. Passannante Ballfield,"W. Houston St., Ave. of Americas, Macdougal St.",10012
M172,McCarthy Square,"7 Ave., Charles St. and Waverly Pl.",10014
M171,Cherry Clinton Playground,Corner of Cherry St. and Clinton St.,10002
M166,Harlem Art Park,E. 120 St. and Sylvan Pl.,10035
M167,Peck Slip,Peck Slip bet. South St. and Front St.,10038
M169,Samuel Marx Triangle,"7 Ave., St. Nicholas Ave., W. 115 St.",10026
M164,Asser Levy Playground,"E. 23 St. To E. 25 St., FDR Drive",10010
M165,Baruch Playground,Corner of Baruch Pl. and Mangin St.,10002
M183,Peter Minuit Playground,Park Ave. bet. E 108 St. and E. 109 St.,10029
M182,Vladeck Park,Madison St. To Water St. bet. Jackson St. and Gouverneur St.,10002
M180,Lt. Wm. Tighe Triangle,"Riverside Dr., Dyckman St. and Seaman Ave.",10034
M177,14 Honey Locusts Park,"E. 59 St., bet. 1 Ave. and 2 Ave.",10022
M178,Catherine Slip Malls,Catherine Slip bet. Cherry St. and South St.,10038
X148L,Virginia Playground,McGraw Av bet. White Plains Rd and Virginia Av,10462
B212,Hot Spot Tot Lot,Campus Rd. bet. E. 21 St. and Ocean Ave.,11210
B211,Lady Moody Triangle,"Village Rd. N., Ave. U bet. Van Sicklen St. and Lake St.",11223
B214,Linden Park,Vermont St. bet. Linden Blvd. and Stanley Ave.,11207
B213,Gravesend Triangle,"Gravesend Neck Rd., E. 2 St., Ave. V",11223
X148H,Admiral Farragut Playground,S/S E 176 St bet. Crotona Av and Prospect Av,10457
B216,Raymond Bush Playground,Marcus Garvey Blvd. bet. Monore St. and Madison St.,11221
B215,Decatur Playground,"Decatur St., Macdonough St. bet. Lewis Ave. and Marcus Garvey Blvd.",11233
B218,Paerdegat Park,"Albany Ave., E. 40 St. bet. Farragut Rd. and Foster Ave.",11203
X148E,Peace Park,Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av,10457
B217,Marcy Playground,Myrtle Ave. bet. Nostrand Ave. and Marcy Ave.,11206
X148D,Walton Slope,"Walton Av, E 174 St, Below Grand Concourse","10453, 10457"
X148C,Park,Cross BX Exwy bet. Featherbed La and Inwood Av,10452
B219,Callahan-Kelly Playground,"Fulton St., Truxton St., bet. Eastern Pkwy. and Van Sinderen Ave.",11233
BZ45,GREENSTREET,Veterans Ave/east 69th St/ave T,null
M125E,Charlton Plaza,"Ave. of Americas, King St. and Charlton St.",10014
M125D,Minetta Triangle,N/e Corner Ave. of Americas and Minetta St.,10012
M125C,West 4th Street Courts,"Ave. Of Americas, W. 3 St. and W. 4 St.",10012
M125B,Minetta Playground,"Minetta Lane, W. 3 St. and Ave. of Americas",10012
M125A,Minetta Green,S/e Corner Minetta Lane and Ave. of Americas,10012
XZ208,GREENSTREET,Goulden Ave. And 197th St.,null
X148M,Chief Dennis L. Devlin Park,"Olmstead Av, Ellis Av, N/B Cross Bronx Exwy Service Rd",10462
B225,St. Andrew's Playground,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",11216
B224,P.O. Reinaldo Salgado Playground,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,11221
B222,Pierrepont Playground,"bet. Pierrepont Pl., Pierrepont St. and the BQE",11201
B229,Triangle,"Ralph Ave., Ave. T and E. 61 St.",11234
B228,Dr. Green Playground,Mother Gaston Blvd. and Sutter Ave.,11212
B227,P.S. 125 Playground,Rockaway Ave. bet. Blake Ave. and Dumont Ave.,11212
B226,Mt. Carmel Triangle,"Union Ave., Meeker Ave., Jackson St.",11211
BZ55,Ascenzi Square,"Metropolitan Avenue, Roebling St, North",null
B220,Washington Hall Park,Park Ave. bet. Washington Ave. and Hall St.,11205
B221,Steuben Playground,"Flushing Ave., Steuben St., Williamsburg Pl.",11205
BZ24,GREENSTREET,"New Lots Ave, Miller Ave, and Riverdale Ave",null
BZ27,GREENSTREET,"Fort Hamilton Pkwy, Caton Ave, and Mcdonald Av",null
BZ28,GREENSTREET,10th Ave btw 58th St & 59th St,null
BZ29,GREENSTREET,8th Ave. Bet. 72nd St. And 73rd St.,null
B207,Sarsfield Playground,"E. 38 St., Ave. M, Flatlands Ave.",11234
B206,Sunners Playground,Avenue H bet. Kings Hwy. and E. 49 St.,11234
B205,Corporal Wiltshire Square,"Ave. P, Kings Hwy., Ocean Ave.",11229
BZ32,GREENSTREET,Fulton St/lafayette St/south Elliott Pl,null
B202,Lithuania Square,"Stagg St., Hewes St., Union Ave.",11211
BZ30,GREENSTREET,Fillmore Ave And East 57th St.,null
B200,Elizabeth Stroud Playground,Stuyvesant Ave. and Fulton St.,11233
BZ36,GREENSTREET,7th Ave/66th St,null
X147A,Starlight Park,"Sheridan Exwy. bet. E. 174 St., E. 172 St. and Jennings St.","10459, 10472"
B209,Galapo Playground,"Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.",11229
X147B,Daniel Boone Playground,Boone Av bet. W Farms Rd and Freeman St,10459
B208,Pfc Norton Playground,Nostrand Ave. bet. Kings Hwy. and Ave. P,11229
X017,Richman (Echo) Park,Valentine Av bet. E Tremont Av and E Burnside Ave,10457
QT07,Federoff Triangle,"Queens Blvd., 67 Rd., 102 St.",11375
X018,Echo Triangle,"Echo Pl. E. Tremont Ave., Grand Concourse",10453
BZ04,GREENSTREET,"Oriental Boulevard, West End Ave to Oxford St",null
X015,Joseph Rodman Drake Park,Oak Pt. Ave.  bet. Hunts Pt. Ave. and Longfellow Ave.,10474
BZ07,GREENSTREET,Guider Ave btw Coney Island Ave & E 11 St,null
X016,Owen F. Dolen Park,"Lane Ave., E. Tremont Ave., Westchester Ave.",10461
X013,Devoe Park,W. Fordham Rd. bet. Sedgwick Ave. and Un,10468
X014,Horseshoe Playground,E. 165 St. and Rogers Pl.,10459
X011,Crotona Parkway Malls,Crotona Pkwy bet. Bronx Park South and E 175 St,10460
X012,Church Triangle,"Castlehill Ave., Watson Ave., Cross Bronx Exwy. Svc. Rd. S.",10472
BZ02,GREENSTREET,Shell Road from Ave X to Shore Pkwy,null
X010,Crotona Park,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East","10456, 10457, 10460"
R022,Silver Lake Park,"Victory Blvd., Clove Rd., Forest Ave.",10301
B257,Frost Playground,Frost St. bet. Debevoise Ave. and Kingsland Ave.,11211
B258,Brevoort Playground,Ralph Ave. bet. Chauncey St. and Sumpter St.,11233
B259,Underwood Park,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,11205
B250,Nostrand Playground,Nostrand Ave. between Foster Ave. and Farragut Pl.,11210
B252,West Playground,Ave. Z between W. 1 St. and West St.,11223
B251,Manhattan Beach Park,Oriental Blvd. between Ocean Ave. and Mackenzie St.,11235
B254,Wingate Park,"Winthrop St., Brooklyn Ave., Rutland Rd.",11203
B253,Albert J. Parham Playground,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",11205
X009,Monsignor Raul Del Valle Square,"Hunts Point Av, Bruckner Blvd, E 163 St",10459
X008,Claremont Park,"Clay Ave., Anthony Ave. bet. Mount Eden Pkwy. and E. 170 St",10457
X004,Bronx River Parkway,Bronx River bet. Burke Ave. and the New York City-Westchester Line,"10460, 10466, 10467, 10470, 10472, 10473, 10704"
X005,Bryan Park,E. Kingsbridge Rd. at E. Fordham Rd.,10458
X006,Bergen Triangle,"E. 181 St., Anthony Ave., Grand Concourse",10457
X007,Castle Hill Park,"Barrett Ave., Hart St. bet. Olmstead Ave. and Zerega Ave.",10473
X001,Aqueduct Walk,Aqueduct Ave. W. bet. W. Fordham Rd. and W. Kingsbridge Rd.,10468
BZ13,GREENSTREET,St. Marks Ave & Kingston Ave,null
X002,Bronx Park,"Burke Ave., E. 180 St. bet. Dr. Kazamiroff Blvd., Southern Blvd. and Bronx Park E., Unionport Rd.","10458, 10460, 10462, 10467"
BZ12,GREENSTREET,"E 22 St, Ave Z, and Jerome Ave",null
X003,Pelham Parkway,"Bronx Park, Hutch. River Pkwy. bet. Pelham Pkwy North and South","10458, 10460, 10461, 10462, 10467, 10469"
BZ11,GREENSTREET,Senator St & 3rd Ave,null
BZ10,Babi Yar Triangle,B 14 St & Corbin Place,null
B268,Nautilus Playground,"Public Beach, W. 29 St. and W. 32 St.",11224
B269,Jesse Owens Playground,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,11221
B266,Star Spangled Playground,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,11205
QZ486,Mitchell Wallace Triangle,Springfield Blvd & 56 Av & 220 St,null
B267,Parkside Playground,Winthrop St. between Rogers Ave. and Bedford Ave.,11225
B261,Schenck Playground,Livonia Ave. between Barbey St. and Schenck Ave.,11207
B260,Howard Playground,Mother Gaston Blvd. and Glenmore Ave.,11212
B265,Rainbow Playground,6 Ave. bet. 55 St. and 56 St.,11220
B264,Roebling Playground,Lee Ave. between Wilson St. and Taylor St.,11211
B263,Sumner Playground,Throop Ave. between Myrtle Ave. and Park Ave.,11206
B262,Potomac Playground,Tompkins Ave. between Halsey St. and Macon St.,11216
BZ08,GREENSTREET,Flatbush Av Ext & Tillary St,null
M092A,Haven Avenue,Riverside Dr. bet. W 176 St. and W 178 St.,10032
B237,John Hancock Playground,"Bedford Ave., Hancock St., Jefferson Ave.",11216
B239,Sheepshead Playground,Ave. Z between Nostrand Ave. and E. 29 St.,11235
B233,Park,Flatbush Ave. from Nassau St. to Concord St. between Bridge St. and Bridge Plaza Ct.,11201
B234,Tilden Playground,Tilden Ave. between E. 48 St. and E. 49 St.,11203
B235,Herman Dolgon Playground,Ave. V between Nostrand Ave. and Batchelder St.,11229
B236,Glenwood Playground,Ralph Ave. and Farragut Rd.,11234
B230,Nicholas Naquan Heyward Jr. Park,Wyckoff St. between Hoyt St. and Bond St.,11217
B232,Dean Playground,Dean St. to Bergen St. between 6 Ave. and Carlton Ave.,11217
B231,Samuel Goldberg Triangle,"65 St., Ave. O, W. 3 St.",11204
B248,Fox Playground,Ave. H between E. 54 St. to E. 55 St.,11234
B249,Van Dyke Playground,Dumont Ave. between Powell St. and Mother Gaston Blvd.,11212
B246,Jerome Playground,Wortman Ave. between Jerome St. and Warwick St.,11207
B247,Breukelen Ballfields,"Louisiana Ave., Stanley Ave., Flatlands Ave., Williams Ave.",11207
B244,McDonald Playground,Mcdonald Ave. between Ave. S and Ave. T,11223
B245,St. John's Recreation Center,"Troy Ave., Bergen St., Prospect Pl., Schenectady Ave.",11213
B243,Golconda Playground,Gold St. between Nassau St. and Concord St.,11201
B242,Meucci Triangle,"Ave U, 86 St.  and W. 12 St.",11223
B240,Tucker Place,E. 27 St. and Emmons Ave.,11235
B290,Public Place,Eldert La. between Liberty Ave. and Glenmore Ave.,11208
B293,Classon Playground,Lafayette Ave. and Classon Ave.,11205
B294,Jackie Robinson Park,Malcom X Blvd. between Chauncey St. and Marion St.,11233
B291,Power Playground,Ave. N between E. 49 St. and Utica Ave.,11234
B292,Pratt Playground,Willoughby Ave. between Stuben St. and Emerson Pl.,11205
B297,Albemarle Playground,"Albemarle Rd., Dahill Rd., Mcdonald Ave.",11218
B298,Stockton Playground,"Park Ave., Martin Luther King Pl., Marcy Ave.",11206
B295,Oxport Playground,Flushing Ave. between N. Portland Ave. and N. Oxford St.,11205
B296,Luna Park,Surf Ave. between W. 12 St. and W. 8 St.,11224
X052,Triangle,"E 163 St, Washington Av and Brook Av",10451
X051,University Woods,"Cedar Ave., Sedgwick Ave. bet. Hall of Fame Ter. and W. 180 St.",10468
X053,O'Neill Triangle,Elton Av bet. E 161 St and E 162 St,10451
X059,Sergeant Johnson Triangle,Dr Kazimiroff Blvd and Crotona Av at E Fordham Rd,10458
X056,Park,"E. 164 St., Boston Rd., 3 Ave.  ",10456
X055,Brust Park,"Manhattan College Pkwy, Dash Pl, Greysto","10463, 10471"
X058,Keltch Park,Jerome Av bet. Macombs Rd and Elliot Pl,10452
X057,Michel Triangle,Clay Av bet. E 171 St and Claremont Pkwy,10456
X043,Ryan Triangle,"E. 144 St., E. 143 St., Morris Ave.",10451
X042,Rose Hill Park,Webster Ave. bet. E. Fordham Rd. and E.,10458
X041,Pulaski Park,Bruckner Blvd. bet. Willis Ave. and Brown Pl.,10454
X040,Poe Park,Grand Concourse bet. E. 192 St. and E. K,10458
Q100A,Daniel Carter Beard Mall,Northern Blvd. bet. Linden Pl. and Union St.,11354
X049,Schneider Sampson Square,Baisley Ave. bet. Hollywood Ave. and Bruckner Blvd.,10461
X047,Franz Sigel Park,"Gerard Ave., Walton Ave., Grand Concourse bet. E. 151 St., E. 153 St. and E. 158 St.",10451
Q036A,Rafferty Triangle,"44 Dr., Hunter St. Crescent St.",11101
X046,Seton Falls Park,E. 233 St. bet. Seton Ave. and Baychester Ave.,10466
X045,St. Mary's Park,St Mary's St bet. St Ann's Av and Jackson Av,"10454, 10455"
X044,St. James Park,"Jerome Ave., E. 193 St., Creston Ave., E",10468
B275,Grady Playground,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",11235
B276,J W Person Square,Carlton Ave & Myrtle Ave,null
B273,Aimee Triangle,"Ave. P, Madison Pl., Nostrand Ave.",11229
B274,Bayview Playground,Seaview Ave. between E. 99 St. and E. 101 St.,11236
B271,Railroad Playground,Ditmas Ave. bet. E. 92 St. and E. 91 St.,11236
B272,Marlboro Playground,W. 11 St. at Ave. W,11223
B270,Brownsville Playground,"Hegeman Ave., Linden Blvd. bet. Powell St. and Mother Gaston Blvd.",11212
X030,Macombs Dam Park,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.","10451, 10452"
B279,Wilson Playground,Ave. K between E. 100 St. and E. 101 St.,11236
X032,Railroad Park,Coutlandt Av bet. E 161 St and E 162 St,10451
B278,Sam Leggio Triangle,"Highland Pl. at Etna St., Forcetube Ave.",11208
X031,McKinley Square,"E. 169 St., Boston Rd., Clinton Ave.",10456
B277,Benson Playground,Bath Ave. between Bay 22 St. and Bay 23 St.,11214
X034,Mullaly Park,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave,10452
X033,Mosholu Parkway,Bronx Park to Van Cortlandt Park,"10458, 10467"
X036,Murphy Triangle,E. 181 St. at Third Ave. and Quarry Rd.,10457
X035,Muller Triangle,"E. Fordham Rd., Creston Ave., E. 190 St.",10468
X038,Washington's Walk,Resevoir Av bet. Sedgwick Av and Goulden Av,10468
X037,O'Brien Oval,E. Tremont Ave. at Valentine Ave. bet. Carter Ave.,10457
X039,Pelham Bay Park,"Hutchinson River, Long Island Sound bet. Bronc County Line and Middletown Rd., Watt Ave.","10461, 10464, 10464, 10465, 10469, 10475, 10803"
X019,Ewen Park,"Johnson Av, W 232 St, Riverdale Av",10463
B284,Marc And Jason's Playground,"Sterling St., Empire Blvd., New York Ave., Nostrand Ave.",11225
B285,Harry Maze Playground,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",11203
B286,Bartlett Playground,"Whipple St., Bartlett St., between Throop Ave. and Flushing Ave.",11206
B287,Andries Playground,Nostrand Ave. between Ave. L and Ave. K,11210
B280,Nellie Bly Park,S/s Shore Pkwy between 25 Ave. and Bay 41 St.,11214
B282,Patrick O'Rourke Park,"80 St. To 81 St., 11 Ave. To 12 Ave.",11228
B283,Belmont Playground,Belmont Ave. between Forbell St. and Drew St.,11208
X021,Drew Playground,Fulton Av bet. E 169 St and E 170 St,10456
B289,Cutinella Triangle,"Ave. W, W. 6 St. and 86 St.",11223
X020,Fort Independence Playground,Jerome Park Resevoir and Sedgwick Av bet. W,"10463, 10468"
B288,Slope Park,6 Ave. between 18 St. and 19 St.,11215
X025,Hugh J. Grant Circle,Westchester Ave. bet. Virginia Ave. and Metropolitan Ave.,"10462, 10472"
X023,Graham Triangle,"Lincoln Av, Third Av, bet. E 137 St and E 138 St",10451
X022,Benjamin Gladstone Square,"Hoe Ave., Westchster Ave., W. Farms Rd.",10459
X029,Lyons Square Playground,Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av,10459
X028,Joyce Kilmer Park,Grand Concourse to Walton Av bet. E 161 St and E 164 St,10451
X026,Hines Park,Fulton Av to Franklin Av bet. E 167 St and E 166 St,10456
Q213,Studley Triangle,"162 St., Northern Blvd., Crocheron Ave.,",11358
Q212,Queens Valley Playground,137 St. bet. 76 Ave. and 76 Rd.,11367
X090,Spuyten Duyvil Shorefront Park,"Palisade Av, Johnson Av, Edsall Ave",10463
Q211,Maple Playground,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,11355
Q210,Nautilus Playground,"Merrick Blvd., Baisley Blvd. 120 Ave.",11434
Q217,Lt. Frank McConnell Park,"94 Ave., Atlantic Ave. bet. Leffers Blvd. and 120 St.",11419
M271A,Harlem RBI,E. 100 St. to E. 101 St. bet. 2 Ave. and 1 Ave.,10029
Q215,Whitey Ford Field,"26 Ave., 2 St.",11102
Q214,Leonard Square,"Northern Blvd., Roosevelt Ave. bet. 155 St. and 156 St.",11354
Q219,Rockaway Freeway,"Rockaway Frwy. bet. Beach 108 St. and Regina Ave., Beach Channel Dr.","11691, 11692, 11693, 11694"
Q218,Dutch Kills Playground,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",11106
X148A3,Bridge Playground,"Boscobel Pl, bet. Dr MLK Jr Blvd and Undercliff Av",10452
X148A2,Plimpton Playground,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.,10452
X148A4,Park,Cross Bronx Exwy bet. Dr MLK Jr Blvd and Plimton Av,10452
X095,Williamsbridge Square,White Plains Rd. bet. E. 212 St. and Magenta St.,10467
X096,Rita Ley Triangle,"E 238 St, Oneida Av, Van Cortlandt Park E",10470
X091,Park,Palisade Av at Independence Av,10463
X092,Van Cortlandt Park,"NYC - Westchester County Line, Van Cortlandt Park S. bet. Broadway and Jerome Ave.","10467, 10470, 10471, 10705, 10705"
X093,Van Nest Park,"White Plains Rd., Van Nest Ave., Unionport Rd.",10462
BZ80,GREENSTREET,"Williams Ave, Alabama Ave, Jamaica Ave, and Fulton St",null
Q203,David J O'Connell Square,"Rockaway Blvd., 115 Ave. bet. 117 St. and 118 St.",11420
Q206,Eight Oaks Triangle,"125 St., Austin St., 84 Dr.",11415
