Prop_ID,Name,Location,Zip
Q469,Seagirt Ave Wetlands,"Seagirt Blvd., Seagirt Ave. bet. Beach 5 St. and Queens County Border","11559, 11691"
Q080,Veterans Plaza,"Jackson Mill Rd., 32 Ave. bet. 93 St. and 94 St.",11369
Q467,Broad Channel American Park,Cross Bay Blvd. bet. W. 20 Rd. and Beach Channel,11693
Q468,Louis Armstrong Community Center,"107 St., 108 St. bet. Northern Blvd. and 34 Ave.",11368
Q083,Jackie Robinson Parkway,"Jackie Robinson Parkway bet. Bushwick Ave. and Markwood Pl., Park La.","11207, 11375, 11385, 11415"
Q084,Grand Central Parkway,"Union Tp., Park Drive East to Nassau County Line","11004, 11005, 11362, 11364, 11367, 11423, 11426, 1"
Q082,Wayanda Park,Robard La. bet. Hollis Ave. and Montery St.,11429
Q085,Gorman Playground,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",11370
Q086,Flushing Fields,"149 St. bet. 25 Ave. and 26 Ave., 29 Ave. and Bayside Ave.",11354
B085,Metropolitan Recreation Center,Bedford Ave. bet. Metropolitan Ave. and N. 1 St.,11211
B082,Shore Park and Parkway,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge","11209, 11220"
Q079,Wellbrock Triangle,"109 Ave., 106 St., Rockaway Blvd.",11417
B088,Herbert Von King Park,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",11216
B089,Lowry Triangle,"Pacific St., Washington Ave., Underhill Ave.",11238
B087,Sunset Park,"41 St., 44 St., bet. 5 Ave. and 7 Ave.",11232
XZ45,GREENSTREET,East 215th St. And Hicks St.,null
B080,Asser Levy Park,"Boardwalk, Surf Ave., Sea Breeze Ave., Ocean Parkway",11224
Q473,Corona Mac Park,Lewis Ave. bet. 101 St. and 102 St.,11368
Q472,Vernam Barbadoes Peninsula,"Amstel Blvd., Jamaica Bay",11692
Q470,A.R.R.O.W. Field House,35th St. bet. 35 Ave. and 36 Ave.,11106
Q474,Simeone Park,"Lewis Ave., Radcliff Ave. bet. 101 St. and 102 St.",11368
Q476,College Point Fields,"130 St. bet., 23rd Ave. and 26 Ave.","11354, 11356"
Q478,Broad Channel Wetlands,Jamaica Bay west of Cross Bay Blvd. bet. E 1 Rd. and E. 10 Rd.,"11693, 11693, 11693, 11693"
Q070,Trolley Car Triangle,"Astoria Blvd., 97 St. and Jackson Mill Rd.",11369
B079,Saratoga Park,Halsey St. bet. Howard Ave. and Saratoga Ave.,11233
Q072,Short Triangle,"Jackson Ave., 45 Rd., 23 St.",11101
Q073,Plaut Triangle,"Northern Blvd., 43 Ave. bet. 169 St. and 170 St.",11358
Q075,Glendale Veterans Triangle,"Myrtle Ave., Cooper Ave., 70 St.",11385
Q076,Legion Triangle,"Rockaway Blvd., Eldert La.",11421
Q067,Pigeon Paradise,"Broadway, 69 St., 37 Ave.",11377
B073,Prospect Park,"Prospect Park W, Parkside Ave. bet. Flatbush Ave., Ocean Ave. and Prospect Park SW",11215
Q069,Middleburgh Triangle,"Corona Ave., 90 St., 48 Ave.",11373
B077,Coffey Park,Verona St. bet. Richard St. and Dwight St.,11231
B078,Grace Playground,Vermont St. bet. Pitkin Ave. and Belmont Ave.,11207
Q480,Remsen Family Cemetery,"Trotting Course La., Alderton St.",11374
Q482,Prospect Cemetery,Beaver Rd. bet. 158 St. and 159 St.,11433
Q481,Southside Burial Ground,"Redding St, Albert Rd and 149th Av",11417
B070,Machate Circle,"Park Cir., Parkside Ave., Ocean Pkwy.",11215
Q483,Corona Health Sanctuary,"Corona Ave. bet. 104 St. and 106 St., 50 Av.",11368
QZ302,Musical Triangle,Maurice Av & 51 Av & 69 St.  ,null
B126A,Todd Triangle,Halleck St. at Columbia St.,11231
Q494,Flight 587 Memorial Park,"Beach 116 St.,  Ocean Promenade",11694
Q492,Elmhurst Park,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",11373
Q491,Carlos R. Lillo Park,"21 Ave., 20 Ave., bet. 76 St. and 77 St.",11370
Q090,Federalist Triangle,"55 Ave., Jay Ave., 65 Pl.",11378
Q497,Lewis H Latimer House,137th St. and Leavitt St.,11354
Q096,Belt Parkway,Belt Pkwy. bet. Cross Bay Blvd. and Laurelton Pkwy.,"11413, 11414, 11420, 11430, 11434"
Q098,Frank D. O'Connor Playground,Broadway and Woodside Ave. bet. 77 St. and 79 St.,11373
Q099,Flushing Meadows Corona Park,"Grand Central Pkwy., Whitestone Exwy. bet. 111 St. and College Point Blvd., Park Drive E.","11354, 11355, 11367, 11368"
Q092,Police Officer Edward Byrne Park,"N. Conduit Ave., 135 Ave. bet. 130 Pl. and 134 St.",11420
Q094,Tudor Park,"N. Conduit Ave., 133 Ave. bet. 80 St. and 88 St.",11417
Q095,Vito Locascio Field,"N. Conduit Ave., 149 Ave., Cross Bay Blvd.",11417
B097,Sledge Playground,E. 95 St. bet. Ave. L and Ave. K,11236
B098,Martin Luther Playground,2 Ave. bet. 55 St. and 56 St.,11220
B099,Lt. Joseph Petrosino Park,"16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.",11228
B093,Weeksville Playground,Howard Ave. bet. Atlantic Ave. and  Herkimer St.,11233
B094,Sgt. Joyce Kilmer Triangle,"E. 12 St., Kings Hwy., Quentin Rd.",11229
B095,Ennis Playground,"11 St., 12 St. bet. 2 Ave. and 3 Ave.",11215
B096,Sgt. William Dougherty Playground,Vandervoort Ave. bet. Cherry St. and Anthony St.,11222
B090,Sobel Playground,"Lee Ave., Division Ave., Roebling St.",11211
B092,Kathy Reilly Triangle,"Ft. Hamilton Pkwy., 7 Ave., Bayridge Pkwy.",11228
XZ01,Fufidio Triangle,Tiffany Bet. Longwood And Spofford,null
Q034,Sabba Park,"Queens Blvd. bet.  48 St., Greenpoint Ave. and 50 St.",11377
Q035,Mall Thirty Four XXXIV,"34 Ave. bet. 79 St. and 92 St., Junction Blvd. and 11 St.","11368, 11372"
B529,Bushwick Inlet Park,"Kent Ave. bet. N 9 St. and  N 12 St., Franklin St. bet. N 14 St. and Quay St.",11211
Q037,Neponsit Mall,Rockaway Beach Blvd. bet. Beach 149 St. and Beach 142 St.,11694
Q038,Benninger Playground,Madison St. bet. 60 Pl. and Fresh Pond Rd.,11385
X001A,Aqueduct Walk,Dr. MLK Jr. Blvd. bet. W. Tremont Ave. and E. Fordham Rd.,"10453, 10468"
Q040,Elmjack Mall,75 St. bet. 37 Ave. and Woodside Ave.,"11372, 11373"
X001B,Barnhill Square,W. Kingsbridge Ave at Reservoir Ave.,10468
Q042,Poppenhusen Park,"College Pl., College Pt. Blvd., bet. 11 Ave. and 12 Ave.",11356
Q041,Newtown Playground,"56 Ave., 92 St.",11373
Q044,L/CPL Thomas P. Noonan Jr. Playground,"47 Ave., Greenpoint Ave. bet. 42 St. and 43 St.",11104
Q043,Proctor-Hopson Circle,"Merrick Blvd., 169 Pl., 108 Rd.",11433
Q025,Major Mark Park,Hillside Ave. bet. 173 St. and 175 St.,11432
Q026,Park Of The Americas,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",11368
Q023,Rufus King Park,"Jamaica Ave., 89 Ave. bet. 150 St. and 153 St.",11432
Q024,Kissena Park,"Fresh Meadows La., Kissena Blvd., bet. Oak Ave., Underhill., and Booth Memorial Ave.",11365
Q029,William F Moore Park,"108 St., Corona Ave. bet. 51 Ave. and 52 Ave.",11368
Q027,Laurelton Parkway,"121 Ave., N. Conduit Ave. bet. Laurelton Pkwy. Sr. Rd. S and Brookville Blvd.","11003, 11580, 11411, 11422"
Q028,Beach Channel Park,Beach Channel Dr. bet. B. 117 St. and B. 124 St.,11694
Q033,Mall Eighteen,18 Ave. bet. 126 St. and 127 St.,11356
Q032,McKenna Triangle,"Jackson Ave.,  Court Sq., 45 Ave.",11101
Q031,Lawrence Virgilio Playground,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",11377
Q030,Midland Malls,Midland Pkwy. bet. Surrey Place and Hillside Ave.,11432
Q056,Clemens Triangle,"Myrtle Ave., Cypress Ave., Cornelia St.",11385
Q057,Sohncke Square,"Woodside Ave., 58 St., Roosevelt Ave.",11377
Q058,Dunningham Triangle,"82 St., Ithaca St., Baxter Ave.",11373
XZ29,Captain Oliver Triangle,Saint Anns And 161st Street,null
Q059,Catharine Turner Richardson Park,"Douglaston Pkwy., 240 St. bet. 42 Ave. and 43 Ave.",11363
Q063,Luke J. Lang Square,"Fresh Pond Rd., 59 Rd. and 61 St.",11378
Q065,John Vincent Daniels Jr. Square,"43 Ave., Roosevelt Ave. bet. 50 St., 51 St. and 52 St.",11377
Q060,Nine Heroes Plaza,"Broadway, 41 Ave., 76 St.",11373
Q062,Fleetwood Triangle,"Woodhaven Blvd., 63 Dr., Penelope Ave.",11374
Q061,Steinmann Triangle,"Skillman Ave., Roosevelt Ave. bet. 55 St. and 56 St.",11377
X200,Clark Playground,"3 Ave. bet. E, 145 St. and E. 144 St.",10454
X201,Seton Park,"W 232 St , Independence Av , W 235 St ,","10463, 10471"
X204,Story Playground,Story Ave. bet. Taylor Ave. and Thieriot Ave.,10473
X205,Black Rock Playground,"Watson Ave., Blackrock Ave. bet. Virginia Ave., Pugsley Ave.",10472
X202,Marble Hill Playground,Marble Hill Av bet. W 230 St and W 228 St,"10463, 10463"
X203,Randall Playground,Randall Ave. bet. Olmstead Ave. and Castle Hill Ave.,10473
X207,Pontiac Playground,Jackson Ave. bet. E. 151 St. and E. 149,10455
B536,North 5th Street Pier and Park,Kent Ave. bet. N. 4 St. and N. 6 St.,11211
X206,Morgan Playground,E 168 St bet.  Park Av and Washington Av,10456
X209,Wave Hill,"W 248 St, Independence Av , W 252 St , P",10471
X208,Haviland Playground,"Haviland Ave., Watson Ave. bet. Virginia Ave. and Pugsley Ave.",10472
Q047,Queens Village Veterans Plaza,Springfield Blvd. bet. Jamaica Ave. and Amboy La.,11429
Q048,Rainey Park,Vernon Blvd. bet. 33 Rd. and 34 Ave.,11106
Q045,Andrews Grove,49 Ave. bet. 5 St. and Vernon Blvd.,11101
Q046,Josephine Caminiti Playground,102 St. bet. Corona Ave. and Alstyne Ave.,11368
Q055,Veteran's Square,"National St., 42 Ave., 102 St.",11368
BZ362,Greenstreet,Bayview Ave & W 37 St (Bayview Gardens),null
Q053,Equity Park,88 Ave. to 89 Ave. at 90 St.,11421
Q052,Captain Tilly Park,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",11432
Q051,St. Albans Park,"169 St., Merrick Blvd., Marne Pl. bet. Linden Blvd., Sayres Ave., and 111 Rd.",11433
Q050,Rockaway Beach,"Ocean Promenade, bet. Beach 126 St. and Beach 110 St.",11694
X211,Stebbins Playground,Rev James Polite Av bet. E 163 St and E 164 St,10459
X214,Magenta Playground,Olinville Ave. at Rosewood St.,10467
X215,Valentine Varian House,Bainbridge Ave. bet. Van Cortlandt Ave.,10467
X216,Abigail Playground,E 156 St bet. Tinton Av and Union Av,10455
B001,American Playground,Franklin St. bet. Milton St. and Noble St.,11222
X219,Arcilla Playground,E 164 St bet. Teller Av and Clay Av at Park Ave,"10451, 10456"
X217,Willis Playground,E 141 St to E 140 St bet. Willis Av and Alexander Av,10454
X224,MacLaughlin Playground,Greystone Av bet. W 236 St and W 240 St,10471
X222,Gouverneur Playground,3 Av bet. E 170 St and St Paul's Pl,10456
X221,Space Time Playground,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,10473
B003,Bartel-Pritchard Square,"Prospect Park W., 15 St.",11215
B002,Amersfort Park,"E. 38 St., E. 38 St. bet. Ave. I and Ave. J",11210
B007,Bensonhurst Park,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,11214
B006,Beattie Square,"Broadway, Stuyvesant Ave., Vernon Ave.",11221
B008,Betsy Head Park,"Blake Ave., Dumont Ave., Livonia Ave. bet. Strauss St., Hopkinson Ave. and Bristol St.",11212
Q357B01,Barrier Playground,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 102 St. and Yellowstone Blvd.",11375
X228,I-Am-Park,Jackson Av bet. E 147 St and E 145 St,10455
X236,Mapes Pool,E 180 St bet. Prospect Av and Mapes Av,10460
X235,Grove Hill Playground,E 158 st bet. Eagle Av and Caildwell Av,10455
X238,Saw Mill Playground,E. 139 St. bet. Brook Ave. and Willis Ave.,10454
X232,Burns Playground,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,10469
X233,Fountain Of Youth Playground,Union Av bet. E 150 St and  e 152 St,10455
QZ393,Chris Postiglione Triangle,Horace Harding Expwy & 64 Av  & 174 St,null
Q017,The Olde Towne of Flushing Burial Ground,46 Ave. bet. 164 St. and 165 St.,11358
B021,Commodore Barry Park,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",11201
B022,Middleton Playground,"Lynch St., Middleton St. bet. Lee Ave. and Bedford Ave.",11206
Q019,Garlinge Triangle,"Grand Ave., 57 Ave. bet. 72 Pl and Mazeau St.",11378
B023,Lafayette Playground,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,11221
Q018,Gordon Triangle,"10 St., Vernon Blvd. bet. 44 Rd. and 45 Ave.",11101
Q013,Veterans Grove,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",11373
Q012,Crocheron Park,"214 Pl., 214 La., 215 Pl, Cross Island Pkwy. bet. 33 Ave. and 35 Ave.",11361
Q015,Forest Park,"Myrtle Ave., Union Turnpike, Park Lane South bet. Brooklyn-Queens County Line and Park Lane","11375, 11385, 11415, 11421"
Q014,Astoria Heights Playground,30 Rd. bet. 45 St. and 46 St.,11103
X239,Castle Hill Little League Field,Zerega Av bet. Commerce Av and Gleason Av,10462
XZ475,Wade Square,Quarry Rd & Oak Tree Pl,null
X244,Grand Playground,W. 181 St. bet. Grand Ave. and Davidson,10453
X243,Estella Diggs Park,3 Av to Fulton Av bet. E 167 St and E 168 St,10456
X242,Youth Village,Home St bet. Boston Rd and Jackson Av,10456
X248,Barretto Park,Baretto St bet. Randall Av and Spoffard Av,10474
X247,Fox Playground,E 156 St bet. Fox St and Southern Blvd,10455
B029,Eastern Parkway,Eastern Pkwy. bet. Grand Army Plaza and Ralph Ave.,"11213, 11216, 11225, 11233, 11238"
B028,Dyker Beach Park,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.","11209, 11228"
Q020,Highland Park,"Jackie Robinson Pkwy., Vermont Ave., Highland Blvd. bet. Bulwer Pl. and Cypress Hills St.","11207, 11208, 11385"
Q021,Cunningham Park,"LIE., 73 Ave., Union Turnpike, GCP bet. 193 St., Francis Lewis Blvd., Hollis Hills Ter., and 210 St.","11364, 11423, 11427"
Q022,Margaret I. Carman Green - Weeping Beech,37 Ave. bet. Bowne St. and Parsons Blvd.,11354
B025,Cooper Park,"Maspeth Ave., Sharon St. bet. Olive St. and Morgan Ave.",11211
B027,Veterans Triangle,"Hegeman Ave., New Lots Ave. bet. Watkins St. and Mother Gaston Blvd.",11212
B026,Cuyler Gore Park,"Carlton Ave., Fulton St., Green Ave.",11238
Q008,Brookville Park,"S. Conduit Ave., 149 Ave. bet. 232 St. and 235 St.","11413, 11422"
B012,Brower Park,"St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.",11213
Q007,Bayswater Park,"Dwight Ave., Seagirt Blvd. bet. Beach 38 St. and Bay 32 St.",11691
Q006,Bowne Park,"29 Ave., 32 Ave. bet. 155 St. and 159 St.",11354
B010,Brooklyn Botanic Garden,"Washington Ave., Flatbush Ave. bet. Eastern Pkwy. and Empire Blvd.",11238
Q005,Baisley Pond Park,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",11434
Q004,Astoria Park,19 St. bet. Astoria Park S. and Ditmars Blvd.,11105
Q003,Ashmead Park,Liberty Ave. bet. 168 St. and 168 Pl.,11433
Q002,Grover Cleveland Playground,Stanhope St. bet. Fairvier Ave. and Grandview Ave.,11385
Q001,Alley Pond Park,"Little Neck Bay, L.I.E., Union Tpk, bet. Springfield Blvd, Douglaston Pkwy, Hanford St","11361, 11362, 11363, 11364, 11426"
BZ316,GREENSTREET,Ralph Ave & Snyder Ave & East 88th St,null
Q009,Macneil Park,Poppenhusen Ave. bet. 115 St. and College Pl.,11356
X253,Ambrosini Field,City Island Ave bet. Centre St. and Winter St.,10464
X256,Pelham Bay Little League,Westchester Ave. bet. Tan Pl. and Waters Ave.,10461
X255,Rainey Park,Beck St bet. Interval Av and Longwood Av,10459
X258,Cleopatra Playground,Anthony Av bet. Prospect Pl and Ittner Pl,10457
X257,Mount Hope Playground,E. 177 St. at Walton Ave.,10453
X259,Raoul Wallenberg Forest,"Palisade Av, Douglas Av bet. W 235 St and  ",10471
B368,The Cyclone,W. 10 St. between Surf Ave. and Public Beach,11224
X110A,Hackett Park,"W 254 St, Riverdale Av, Henry Hudson Pkw",10471
B019,Carroll Park,"Court St., Smith St., bet. Carroll St. and President St.",11231
Q011,Poppenhusen Playground,"20 Ave., 21 Ave. bet. 123 St. and 124 St.",11356
X110B,Phyllis Post Goodman Park,Kappock St at the Henry Hudson Pkwy,10463
B018,Canarsie Park,"Seaview Ave. bet. Paerdegat Basin and E. 93 St., E. 102 St. and Fresh Creek Basin  ","11236, 11239"
X110C,Park,Henry Hudson Pkwy E bet. W 230th St and W 2,10463
B017,Bushwick Playground,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,11237
X250,Kingsbridge Heights Community Center,Kingsbridge Ter bet. Perot St and Summilt P,10463
X110D,Bell Tower Park,"Riverdale Ave., Henery hudson Pkwy., W. 239 St.",10471
B016,Maria Hernandez Park,"Irving Ave., Kinickerbocker Ave. bet. Starr St. and Suydam St.",11237
X252,Bathgate Playground,Washington to Bathgate Av bet. W 181 St and E 183 St,10457
X251,Co-op City Field,Co-op City Blvd. and the Hutch. River bet. Carver Loop and Bellamy Loop,10475
Q089B,Harvey Park,"144 St., Whitestone Exwy. bet. 15 Ave. and 20 Ave.",11357
MZ188,GREENSTREET,"Cabrini Blvd, W 187th St, and Pinehurst Ave",null
Q205B,Nathan Weidenbaum Park,"Laurel Hill Blvd., 48 Ave. bet. 63 St. and 64 St.",11377
Q205A,Big Bush Park,Laurel Hill Blvd. bet. 61 St. and 64 St.,11377
QZ299,Cooper Veteran's Memorial,Cooper Av & 80th St,null
R017,Freshkills Park,"Victory Blvd., W. Shore Exwy., Richmond Ave. bet. Sign Rd., Travis Ave. and Arthur Kill Rd.","10312, 10314"
R019,Veterans Park,"Heberton Ave., Park Ave., Bennett St., Vreeland St.",10302
R013,LaTourette Park & Golf Course,"Forest Hill Rd., London Rd., Rockland Ave., Arthur Kill Rd.","10306, 10314"
R016,Great Kills Park,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",10306
R015,Walker Park,"Delafield Pl., Bard Ave., and Davis Ave.",10310
R020,Egbert Triangle,"Richmond Ave., Forest Ave., and Willowbrook Rd.",10302
R021,Forest Mall,Forest Ave. bet. Haven Esplanade and Duer La.,10301
B256,Brooklyn Academy Of Music,Lafayette Ave between St Felix St. and Ashland Pl.,11217
B165A,Spring Creek Park,"Belt Pkwy., Fresh Creek, Seaview Ave.",11239
R029,Westerleigh Park,"Willard Ave., Springfield Ave., Maine Ave., Neal Dow Ave.",10314
R028,Tappen Park,"Canal St., Water St., Bay St.",10304
R027,Long Pond Park,"Page Ave., Hylan Blvd., and Amboy Rd.",10309
R026,Dugan Playground,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,10306
R025,Mahoney Playground,"Beechwood Ave., Crescent Ave. and Jersey St.",10301
R024,Tompkinsville Park,"Bay St., Victory Blvd.",10301
B166E,Sixteen Lindens Triangle,"E. 16 St., Shore Pkwy., Bay Ct.",11235
R033,Levy Playground,Jewett Ave. and Castleton Ave.,10302
R034,McDonald Playground,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",10310
B166C,Coney Island Boat Basin,W. 22 St. bet. Bay 56 St. and Shore Pkwy.,11214
R031,Wolfe's Pond Park,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay","10309, 10312"
B166D,McGuire Fields,"Ave Y., Bergen Ave. bet. Ave. V and Belt Pkwy.",11234
R032,Maple Woods,Richmond Rd. bet. Pierce St. and Steuben St.,10304
B166B,Homecrest Playground,"Belt Pkwy., Williams Court  bet. E. 12 St. and Homecrest Ave",11235
R030,Willowbrook Park,"Richmond Ave., Victory Blvd., Ashworth Ave., and Forest Hill Rd.",10314
M386,Imagination Playground,"Front St., John St., and South St.",10038
M385,DeLury Square,Fulton St.bet. Ryders Alley and Gold St.,10038
R005,Clove Lakes Park,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.","10301, 10310"
R004,Barrett Triangle,"Hyatt St., Bay St., Stuyvesant Pl. and Richmond Ter.",10301
R003,Barrett Park,Glenwood Pl. bet. Clove Rd. and Broadway,10310
R002,Pleasant Plains Plaza,"Amboy Rd., Bloomingdale Rd.",10309
R009,Amundsen Circle,"Amboy Rd., Clarke Ave., and Savoy St.",10306
R008,Faber Pool and Park,"Richmond Ter. To Kill Van Kull, Faber St.",10302
R006,Conference House Park,"Pittsville St., Hylan Blvd. Richard Ave.","10307, 10309"
R011,Hero Park,"Victory Blvd., Louis St., Howard Ave.",10301
R012,White Playground,"High St., Lyman Ave., Bay St. and Summer St.",10305
R010,Staats Circle,Hylan Blvd. at Sand La.,10305
R067,Gen. Douglas MacArthur Park,Dongan Hills Ave. and Jefferson St.,10306
R066,North Shore Esplanade,Richmond Terr. from St Peter's Pl. to Stuyvesant Pl.,10301
R065,Richmond Parkway,Staten Island Exwy. To West Shore Exwy.,"10301, 10304, 10306, 10309, 10312, 10314"
R064,Toad Hall Playground,"Schmidts La., Manor Rd. and Laguardia Ave.",10314
R063,Old Town Playground,Parkinson Ave. at Kramer St.,10305
R062,Arrochar Playground,"Sand La., Major Ave. and Mcfarland Ave.",10305
R061,Stapleton Playground,"Tompkins Ave., Broad St. and Hill St.",10304
B169B,Poseidon Playground,"Surf Ave. bet. W. 25 St. to W. 27 St., Boardwalk",11224
R060,Dodgers Triangle,Dongan Ave. at Hodges Pl.,10314
B169A,Brighton Playground,Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.,11235
M379,Canal Park,Canal St. bet. West St. and Washington St.,10013
R059,Von Briesen Park,"Tompkins Ave., Bay St. bet. School Rd., North Rd.",10305
R057,Park,Haven Esplanade bet. Castleton Ave. and Silver Lake Rd.,10301
M378,Pearl St Playground,Pearl St. bet. Fulton St. and Beekman St.,10038
M376,West Harlem Piers,Henry Hudson Pkwy. bet. St Clair Pl. and W. 135 St.,"10024, 10027"
R070,Clove's Tail,Little Clove Rd. bet. Windsor Rd. and Victory Blvd.,10314
Q360E,Hull Triangle,"55 Dr., 64 St., Hull Ave.",11378
R076,Markham Playground,"Willowbrook Pkwy., Forest Ave. to Houston St.",10302
Q360G,Whitefish Triangle,"55 Dr., Hamilton Pl., Perry Ave.",11378
R078,Northerleigh Park,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,10302
Q360F,Technical Sergeant Thomas J. Davey Triangle,"Borden Ave., Hamilton Pl., Jay Ave.",11378
R077,St. George Park,Stuyvesant Pl. bet. Wall St. and Hamilton Ave.,10301
R072,Clawson Playground,"Adelaide Ave., Clawson St.",10306
Q360H,Peter Charles Park,"69 St., 58 Ave., Queens - Mid-Town Exwy. Svc. Rd. S.",11378
R071,Great Kills Park,"Hillcrest Ave., N/o Highmount Rd.",10308
Q360J,Crowley Playground,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",11373
R073,Naples Playground,"Targee St, Stanwich St. Rome Ave.",10304
M369,Pier 42,South Side of FDR Dr. at Gouverneur St.,10002
Q360M,Frontera Park,58 Ave. bet. Brown Pl. and 69 St.,11378
Q360N,Hoffman Park,Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.,11373
R068,Grandview Playground,"Grandview Ave., at Continental Pl.",10303
Q360Q,Sitting Area 127 CXXVII,"69 Ln., 58 Rd., Queens - Mid-Town Exwy. Sr. Rd. S.",11378
R069,Terrace Playground,"Foote Ave., Howard Ave., Martha St., Clove Rd.",10301
Q360R,Sitting Area,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.",11378
Q360S,Quick Brown Fox Triangle,"73 St., 57 Rd., Queens - Mid-Town Exwy. Sr. Rd. N.",11378
M360,The High Line,Gansevoort St. To W. 30 St. bet. Washington St. and 11 Ave.,"10001, 10011, 10014"
Q360T,Sitting Area,74 St. at 57 Ave.,11373
Q360U,Bridge and Tunnel Park,50 Ave. bet. 11 St. and 11 Pl.,11101
M366,Tribeca Dog Run,Warren St. bet. Greenwich St. and West St.,10007
R017A,Greenbelt Native Plant Center,Victory Blvd. bet. Ridgeway Ave. and Travis Ave.,10314
B167A,La Guardia Playground,"S. 5 St., Broadway, Havemeyer St.",11211
R045,Schmul Park,"Wild Ave., Pearson St., Melvin Ave.",10314
BZ252,Park,Grand Ave. bet. Putnam Ave. and Fulton St.,11238
R043,Lyons Pool,Murray Julbert Ave. bet. Victory Blvd. and Hannah St.,10301
R042,Kaltenmeier Playground,Virginia Ave. and Anderson St.,10305
R037,Liotti Ikefugi Playground,"Winter Ave., bet. Bismark Ave. and Westervelt Ave.",10301
R038,Midland Playground,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",10306
R035,De Matti Playground,"Tompkins Ave., bet. Chestnut St. and Shaughnessy La.",10305
R036,Mariners Harbor Playground,Harbor Rd. at Richmond Terr.,10303
M353,Riverside Park South,Riverside Drive bet. 65 St. and 72 St.,"10019, 10023"
B118A,St. Mary's Park,Smith St. bet. Luquer St. and Nelson St.,11231
Q084A,Grand Central Parkway Extension,"Astoria Blvd. and 48 St. to Union Tp., Park Drive East.","11103, 11367, 11368, 11369, 11370, 11371, 11375"
B118B,St. Mary's Park,Smith St. bet. Nelson St. and Huntington St.,11231
Q084B,Tepper Triangle,"GCP Service Rd. South, 173 St., Homelawn St.",11432
R050,Forest Grove,"Forest Ave., Elizabet.h Grove Rd.",10303
R052,Allison Pond Park,"Prospect Ave., N Randall Ave. and Brentwood Ave.",10301
R053,Carlton Park,"Foste Rd., Carlton Ave., Drumgoole Rd. W.",10309
R046,Franklin D. Roosevelt Boardwalk and Beach,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.","10305, 10306"
R047,Willowbrook Parkway,Willowbrook Pkwy. from Walker St. to Hylan Blvd.,"10302, 10303, 10306, 10314"
R048,Jones Woods Park,"Arnold St., Brighton Ave., Lafayette Ave.",10301
Q135A,McKee Triangle,"149 St., 15 Ave., Cross Island Pkwy.",11357
Q500,Park,"54 Ave., Jay Ave., and 69 St.",11378
Q501,Sergeant Collins Triangle,"Broadway, 59 St., 34 Ave.",11377
B223U,Lentol Garden,"Graham Ave., Meeker Ave., Humbolt St., BQE",11222
B223V,Badame Sessa Triangle,"Leonard St., Withers St., Meeker Ave.",11211
B223S,Macri Triangle,"Metropolitan, Union, Meeker Avs",11211
M321,Open Road Park,"E. 12 St., E. 11 St. bet. 1 Ave. and Ave. A",10009
B223T,Father Giorgio Triangle,"Jackson St., Lorimer St., Meeker Ave.",11211
M320,Old Croton Aqueduct Gatehouse,Amsterdam Ave. bet. W. 118 St. and W. 119 St.,10027
B223R,Jaime Campiz Playground,"Hope St., Marcy Ave., Metropolitan Ave.",11211
R085,Prescott Playground,Edith Ave. at Irvington St.,10312
R088,High Rock Park,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary","10304, 10306"
R089,Greencroft Playground,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,10308
